title,line_text
A Dream within a Dream,O God! can I not grasp
A Dream within a Dream,Them with a tighter clasp?
A Dream within a Dream,O God! can I not save One from the pitiless wave?
A Dream within a Dream,Is all that we see or seem
A Dream within a Dream,But a dream within a dream? 1849 Note Contents
Marie Louise (Shew),Of all who hail thy presence as the morning—
Marie Louise (Shew),Of all to whom thine absence is the night—
Marie Louise (Shew),The blotting utterly from out high heaven
Marie Louise (Shew),"The sacred sun—of all who, weeping, bless thee"
Marie Louise (Shew),"Hourly for hope—for life—ah, above all,"
Marie Louise (Shew),For the resurrection of deep buried faith
Marie Louise (Shew),"In truth, in virtue, in humanity—"
Marie Louise (Shew),"Of all who, on despair's unhallowed bed"
Marie Louise (Shew),"Lying down to die, have suddenly arisen"
Marie Louise (Shew),"At thy soft-murmured words, ""Let there be light!"""
Marie Louise (Shew),At thy soft-murmured words that were fulfilled
Marie Louise (Shew),In thy seraphic glancing of thine eyes—
Marie Louise (Shew),"Of all who owe thee most, whose gratitude"
Marie Louise (Shew),"Nearest resembles worship,—oh, remember"
Marie Louise (Shew),"The truest, the most fervently devoted,"
Marie Louise (Shew),And think that these weak lines are written by him—
Marie Louise (Shew),"By him who, as he pens them, thrills to think"
Marie Louise (Shew),His spirit is communing with an angel's. 1847 Note Contents
(2) To Marie Louise (Shew) ,"Not long ago, the writer of these lines,"
(2) To Marie Louise (Shew) ,"In the mad pride of intellectuality,"
(2) To Marie Louise (Shew) ,"Maintained ""the power of words""—denied that ever"
(2) To Marie Louise (Shew) ,A thought arose within the human brain
(2) To Marie Louise (Shew) ,Beyond the utterance of the human tongue:
(2) To Marie Louise (Shew) ,"And now, as if in mockery of that boast,"
(2) To Marie Louise (Shew) ,Two words—two foreign soft dissyllables—
(2) To Marie Louise (Shew) ,"Italian tones, made only to be murmured"
(2) To Marie Louise (Shew) ,"By angels dreaming in the moonlit ""dew"
(2) To Marie Louise (Shew) ,"That hangs like chains of pearl on Hermon hill,""—"
(2) To Marie Louise (Shew) ,"Have stirred from out the abysses of his heart,"
(2) To Marie Louise (Shew) ,"Unthought-like thoughts that are the souls of thought,"
(2) To Marie Louise (Shew) ,"Richer, far wilder, far diviner visions"
(2) To Marie Louise (Shew) ,"Than even the seraph harper, Israfel,"
(2) To Marie Louise (Shew) ,"(Who has ""the sweetest voice of all God's creatures,"")"
(2) To Marie Louise (Shew) ,Could hope to utter. And I! my spells are broken.
(2) To Marie Louise (Shew) ,The pen falls powerless from my shivering hand.
(2) To Marie Louise (Shew) ,"With thy dear name as text, though hidden by thee,"
(2) To Marie Louise (Shew) ,I cannot write—I cannot speak or think—
(2) To Marie Louise (Shew) ,"Alas, I cannot feel; for 'tis not feeling,"
(2) To Marie Louise (Shew) ,This standing motionless upon the golden
(2) To Marie Louise (Shew) ,"Threshold of the wide-open gate of dreams,"
(2) To Marie Louise (Shew) ,"Gazing, entranced, adown the gorgeous vista,"
(2) To Marie Louise (Shew) ,"And thrilling as I see, upon the right,"
(2) To Marie Louise (Shew) ,"Upon the left, and all the way along,"
(2) To Marie Louise (Shew) ,"Amid empurpled vapors, far away"
(2) To Marie Louise (Shew) ,To where the prospect terminates— thee only! Note Contents
The City in the Sea,Lo! Death has reared himself a throne
The City in the Sea,In a strange city lying alone
The City in the Sea,"Far down within the dim West,"
The City in the Sea,Where the good and the bad and the worst and the best
The City in the Sea,Have gone to their eternal rest.
The City in the Sea,There shrines and palaces and towers
The City in the Sea,(Time-eaten towers and tremble not!)
The City in the Sea,Resemble nothing that is ours.
The City in the Sea,"Around, by lifting winds forgot,"
The City in the Sea,Resignedly beneath the sky
The City in the Sea,The melancholy waters lie.
The City in the Sea,No rays from the holy Heaven come down
The City in the Sea,On the long night-time of that town;
The City in the Sea,But light from out the lurid sea
The City in the Sea,Streams up the turrets silently—
The City in the Sea,Gleams up the pinnacles far and free—
The City in the Sea,Up domes—up spires—up kingly halls—
The City in the Sea,Up fanes—up Babylon-like walls—
The City in the Sea,Up shadowy long-forgotten bowers
The City in the Sea,Of sculptured ivy and stone flowers—
The City in the Sea,Up many and many a marvellous shrine
The City in the Sea,Whose wreathed friezes intertwine
The City in the Sea,"The viol, the violet, and the vine."
The City in the Sea,Resignedly beneath the sky
The City in the Sea,The melancholy waters lie.
The City in the Sea,So blend the turrets and shadows there
The City in the Sea,"That all seem pendulous in air,"
The City in the Sea,While from a proud tower in the town
The City in the Sea,Death looks gigantically down.
The City in the Sea,There open fanes and gaping graves
The City in the Sea,Yawn level with the luminous waves;
The City in the Sea,But not the riches there that lie
The City in the Sea,In each idol's diamond eye—
The City in the Sea,Not the gaily-jewelled dead
The City in the Sea,Tempt the waters from their bed;
The City in the Sea,"For no ripples curl, alas!"
The City in the Sea,Along that wilderness of glass—
The City in the Sea,No swellings tell that winds may be
The City in the Sea,Upon some far-off happier sea—
The City in the Sea,No heavings hint that winds have been
The City in the Sea,On seas less hideously serene.
The City in the Sea,"But lo, a stir is in the air!"
The City in the Sea,The wave—there is a movement there!
The City in the Sea,"As if the towers had thrust aside,"
The City in the Sea,"In slightly sinking, the dull tide—"
The City in the Sea,As if their tops had feebly given
The City in the Sea,A void within the filmy Heaven.
The City in the Sea,The waves have now a redder glow—
The City in the Sea,The hours are breathing faint and low—
The City in the Sea,"And when, amid no earthly moans,"
The City in the Sea,"Down, down that town shall settle hence,"
The City in the Sea,"Hell, rising from a thousand thrones,"
The City in the Sea,Shall do it reverence. 1835? Note Contents
The Sleeper,"At midnight, in the month of June,"
The Sleeper,I stand beneath the mystic moon.
The Sleeper,"An opiate vapor, dewy, dim,"
The Sleeper,"Exhales from out her golden rim,"
The Sleeper,"And, softly dripping, drop by drop,"
The Sleeper,"Upon the quiet mountain top,"
The Sleeper,Steals drowsily and musically
The Sleeper,Into the universal valley.
The Sleeper,The rosemary nods upon the grave;
The Sleeper,The lily lolls upon the wave;
The Sleeper,"Wrapping the fog about its breast,"
The Sleeper,The ruin moulders into rest;
The Sleeper,"Looking like Lethe, see! the lake"
The Sleeper,"A conscious slumber seems to take,"
The Sleeper,"And would not, for the world, awake."
The Sleeper,All Beauty sleeps!—and lo! where lies
The Sleeper,(Her casement open to the skies)
The Sleeper,"Irene, with her Destinies!"
The Sleeper,"Oh, lady bright! can it be right—"
The Sleeper,This window open to the night!
The Sleeper,"The wanton airs, from the tree-top,"
The Sleeper,Laughingly through the lattice-drop—
The Sleeper,"The bodiless airs, a wizard rout,"
The Sleeper,"Flit through thy chamber in and out,"
The Sleeper,And wave the curtain canopy
The Sleeper,So fitfully—so fearfully—
The Sleeper,Above the closed and fringed lid
The Sleeper,"'Neath which thy slumb'ring soul lies hid,"
The Sleeper,"That, o'er the floor and down the wall,"
The Sleeper,Like ghosts the shadows rise and fall!
The Sleeper,"Oh, lady dear, hast thou no fear?"
The Sleeper,Why and what art thou dreaming here?
The Sleeper,"Sure thou art come o'er far-off seas,"
The Sleeper,A wonder to these garden trees!
The Sleeper,Strange is thy pallor! strange thy dress!
The Sleeper,"Strange, above all, thy length of tress,"
The Sleeper,And this all-solemn silentness!
The Sleeper,"The lady sleeps! Oh, may her sleep"
The Sleeper,"Which is enduring, so be deep!"
The Sleeper,Heaven have her in its sacred keep!
The Sleeper,"This chamber changed for one more holy,"
The Sleeper,"This bed for one more melancholy,"
The Sleeper,I pray to God that she may lie
The Sleeper,"For ever with unopened eye,"
The Sleeper,While the dim sheeted ghosts go by!
The Sleeper,"My love, she sleeps! Oh, may her sleep,"
The Sleeper,"As it is lasting, so be deep;"
The Sleeper,Soft may the worms about her creep!
The Sleeper,"Far in the forest, dim and old,"
The Sleeper,For her may some tall vault unfold—
The Sleeper,Some vault that oft hath flung its black
The Sleeper,"And winged panels fluttering back,"
The Sleeper,"Triumphant, o'er the crested palls,"
The Sleeper,Of her grand family funerals—
The Sleeper,"Some sepulchre, remote, alone,"
The Sleeper,"Against whose portal she hath thrown,"
The Sleeper,In childhood many an idle stone—
The Sleeper,Some tomb from out whose sounding door
The Sleeper,"She ne'er shall force an echo more,"
The Sleeper,"Thrilling to think, poor child of sin!"
The Sleeper,It was the dead who groaned within. 1845 Note Contents
Bridal Ballad,"The ring is on my hand,"
Bridal Ballad,And the wreath is on my brow;
Bridal Ballad,Satins and jewels grand
Bridal Ballad,Are all at my command.
Bridal Ballad,And I am happy now.
Bridal Ballad,And my lord he loves me well;
Bridal Ballad,"But, when first he breathed his vow,"
Bridal Ballad,I felt my bosom swell—
Bridal Ballad,"For the words rang as a knell,"
Bridal Ballad,And the voice seemed his who fell
Bridal Ballad,"In the battle down the dell,"
Bridal Ballad,And who is happy now.
Bridal Ballad,"But he spoke to reassure me,"
Bridal Ballad,"And he kissed my pallid brow,"
Bridal Ballad,"While a reverie came o'er me,"
Bridal Ballad,"And to the churchyard bore me,"
Bridal Ballad,"And I sighed to him before me,"
Bridal Ballad,"Thinking him dead D'Elormie,"
Bridal Ballad,"""Oh, I am happy now!"""
Bridal Ballad,"And thus the words were spoken,"
Bridal Ballad,"And thus the plighted vow,"
Bridal Ballad,"And, though my faith be broken,"
Bridal Ballad,"And, though my heart be broken,"
Bridal Ballad,Behold the golden keys
Bridal Ballad,That proves me happy now!
Bridal Ballad,Would to God I could awaken
Bridal Ballad,"For I dream I know not how,"
Bridal Ballad,And my soul is sorely shaken
Bridal Ballad,"Lest an evil step be taken,—"
Bridal Ballad,Lest the dead who is forsaken
Bridal Ballad,May not be happy now. 1845 Note Contents Notes
Lenore,"Ah, broken is the golden bowl! the spirit flown forever!"
Lenore,Let the bell toll!—a saintly soul floats on the Stygian river.
Lenore,"And, Guy de Vere, hast thou no tear?—weep now or never more!"
Lenore,"See! on yon drear and rigid bier low lies thy love, Lenore!"
Lenore,Come! let the burial rite be read—the funeral song be sung!—
Lenore,An anthem for the queenliest dead that ever died so young—
Lenore,"A dirge for her, the doubly dead in that she died so young."
Lenore,"""Wretches! ye loved her for her wealth and hated her for her pride,"
Lenore,"And when she fell in feeble health, ye blessed her—that she died!"
Lenore,"How shall the ritual, then, be read?—the requiem how be sung"
Lenore,"By you—by yours, the evil eye,—by yours, the slanderous tongue"
Lenore,"That did to death the innocence that died, and died so young?"" Peccavimus; but rave not thus! and let a Sabbath song"
Lenore,Go up to God so solemnly the dead may feel no wrong!
Lenore,"The sweet Lenore hath ""gone before,"" with Hope, that flew beside,"
Lenore,Leaving thee wild for the dear child that should have been thy bride—
Lenore,"For her, the fair and débonnaire , that now so lowly lies,"
Lenore,The life upon her yellow hair but not within her eyes—
Lenore,"The life still there, upon her hair—the death upon her eyes."
Lenore,"""Avaunt! to-night my heart is light. No dirge will I upraise,"
Lenore,But waft the angel on her flight with a pæan of old days!
Lenore,"Let no bell toll!—lest her sweet soul, amid its hallowed mirth,"
Lenore,"Should catch the note, as it doth float up from the damned Earth."
Lenore,"To friends above, from fiends below, the indignant ghost is riven—"
Lenore,From Hell unto a high estate far up within the Heaven—
Lenore,"From grief and groan to a golden throne beside the King of Heaven."" 1833 Note Contents p. 2"
To One in Paradise,"Thou wast that all to me, love,"
To One in Paradise,For which my soul did pine—
To One in Paradise,"A green isle in the sea, love,"
To One in Paradise,"A fountain and a shrine,"
To One in Paradise,"All wreathed with fairy fruits and flowers,"
To One in Paradise,And all the flowers were mine.
To One in Paradise,"Ah, dream too bright to last!"
To One in Paradise,"Ah, starry Hope! that didst arise"
To One in Paradise,But to be overcast!
To One in Paradise,"A voice from out the Future cries,"
To One in Paradise,"""On! on!""—but o'er the Past"
To One in Paradise,(Dim gulf!) my spirit hovering lies
To One in Paradise,"Mute, motionless, aghast!"
To One in Paradise,"For, alas! alas! with me"
To One in Paradise,The light of Life is o'er!
To One in Paradise,"""No more—no more—no more""—"
To One in Paradise,(Such language holds the solemn sea
To One in Paradise,To the sands upon the shore)
To One in Paradise,"Shall bloom the thunder-blasted tree,"
To One in Paradise,Or the stricken eagle soar!
To One in Paradise,"And all my days are trances,"
To One in Paradise,And all my nightly dreams
To One in Paradise,"Are where thy dark eye glances,"
To One in Paradise,And where thy footstep gleams—
To One in Paradise,"In what ethereal dances,"
To One in Paradise,By what eternal streams!
To One in Paradise,Alas! for that accursed time
To One in Paradise,"They bore thee o'er the billow,"
To One in Paradise,"From love to titled age and crime,"
To One in Paradise,And an unholy pillow!
To One in Paradise,"From me, and from our misty clime,"
To One in Paradise,Where weeps the silver willow! 1835 Note Contents p. 2
The Coliseum,Type of the antique Rome! Rich reliquary
The Coliseum,Of lofty contemplation left to Time
The Coliseum,By buried centuries of pomp and power!
The Coliseum,At length—at length—after so many days
The Coliseum,"Of weary pilgrimage and burning thirst,"
The Coliseum,"(Thirst for the springs of lore that in thee lie,)"
The Coliseum,"I kneel, an altered and an humble man,"
The Coliseum,"Amid thy shadows, and so drink within"
The Coliseum,"My very soul thy grandeur, gloom, and glory!"
The Coliseum,Vastness! and Age! and Memories of Eld!
The Coliseum,Silence! and Desolation! and dim Night!
The Coliseum,I feel ye now—I feel ye in your strength—
The Coliseum,O spells more sure than e'er Judæan king
The Coliseum,Taught in the gardens of Gethsemane!
The Coliseum,O charms more potent than the rapt Chaldee
The Coliseum,Ever drew down from out the quiet stars!
The Coliseum,"Here, where a hero fell, a column falls!"
The Coliseum,"Here, where the mimic eagle glared in gold,"
The Coliseum,A midnight vigil holds the swarthy bat!
The Coliseum,"Here, where the dames of Rome their gilded hair"
The Coliseum,"Waved to the wind, now wave the reed and thistle!"
The Coliseum,"Here, where on golden throne the monarch lolled,"
The Coliseum,"Glides, spectre-like, unto his marble home,"
The Coliseum,"Lit by the wan light of the horned moon,"
The Coliseum,The swift and silent lizard of the stones!
The Coliseum,But stay! these walls—these ivy-clad arcades—
The Coliseum,These mouldering plinths—these sad and blackened shafts—
The Coliseum,These vague entablatures—this crumbling frieze—
The Coliseum,These shattered cornices—this wreck—this ruin—
The Coliseum,These stones—alas! these gray stones—are they all—
The Coliseum,"All of the famed, and the colossal left"
The Coliseum,By the corrosive Hours to Fate and me?
The Coliseum,"""Not all""—the Echoes answer me—""not all!"
The Coliseum,"Prophetic sounds and loud, arise forever"
The Coliseum,"From us, and from all Ruin, unto the wise,"
The Coliseum,As melody from Memnon to the Sun.
The Coliseum,We rule the hearts of mightiest men—we rule
The Coliseum,With a despotic sway all giant minds.
The Coliseum,We are not impotent—we pallid stones.
The Coliseum,Not all our power is gone—not all our fame—
The Coliseum,Not all the magic of our high renown—
The Coliseum,Not all the wonder that encircles us—
The Coliseum,Not all the mysteries that in us lie—
The Coliseum,Not all the memories that hang upon
The Coliseum,"And cling around about us as a garment,"
The Coliseum,"Clothing us in a robe of more than glory."" 1838 Note Contents p. 2"
The Haunted Palace,In the greenest of our valleys
The Haunted Palace,"By good angels tenanted,"
The Haunted Palace,Once a fair and stately palace—
The Haunted Palace,Radiant palace—reared its head.
The Haunted Palace,In the monarch Thought's dominion—
The Haunted Palace,It stood there!
The Haunted Palace,Never seraph spread a pinion
The Haunted Palace,Over fabric half so fair!
The Haunted Palace,"Banners yellow, glorious, golden,"
The Haunted Palace,"On its roof did float and flow,"
The Haunted Palace,(This—all this—was in the olden
The Haunted Palace,"Time long ago),"
The Haunted Palace,"And every gentle air that dallied,"
The Haunted Palace,"In that sweet day,"
The Haunted Palace,"Along the ramparts plumed and pallid,"
The Haunted Palace,A winged odor went away.
The Haunted Palace,"Wanderers in that happy valley,"
The Haunted Palace,"Through two luminous windows, saw"
The Haunted Palace,"Spirits moving musically,"
The Haunted Palace,"To a lute's well-tunëd law,"
The Haunted Palace,"Bound about a throne where, sitting"
The Haunted Palace,(Porphyrogene!)
The Haunted Palace,"In state his glory well befitting,"
The Haunted Palace,The ruler of the realm was seen.
The Haunted Palace,And all with pearl and ruby glowing
The Haunted Palace,"Was the fair palace door,"
The Haunted Palace,"Through which came flowing, flowing, flowing,"
The Haunted Palace,"And sparkling evermore,"
The Haunted Palace,"A troop of Echoes, whose sweet duty"
The Haunted Palace,"Was but to sing,"
The Haunted Palace,"In voices of surpassing beauty,"
The Haunted Palace,The wit and wisdom of their king.
The Haunted Palace,"But evil things, in robes of sorrow,"
The Haunted Palace,Assailed the monarch's high estate.
The Haunted Palace,"(Ah, let us mourn!—for never morrow"
The Haunted Palace,Shall dawn upon him desolate !)
The Haunted Palace,And round about his home the glory
The Haunted Palace,"That blushed and bloomed,"
The Haunted Palace,Is but a dim-remembered story
The Haunted Palace,Of the old time entombed.
The Haunted Palace,"And travellers, now, within that valley,"
The Haunted Palace,Through the red-litten windows see
The Haunted Palace,"Vast forms, that move fantastically"
The Haunted Palace,"To a discordant melody,"
The Haunted Palace,"While, like a ghastly rapid river,"
The Haunted Palace,Through the pale door
The Haunted Palace,A hideous throng rush out forever
The Haunted Palace,And laugh—but smile no more. 1838 Note Contents p. 2
The Conqueror Worm,Lo! 'tis a gala night
The Conqueror Worm,Within the lonesome latter years!
The Conqueror Worm,"An angel throng, bewinged, bedight"
The Conqueror Worm,"In veils, and drowned in tears,"
The Conqueror Worm,"Sit in a theatre, to see"
The Conqueror Worm,"A play of hopes and fears,"
The Conqueror Worm,While the orchestra breathes fitfully
The Conqueror Worm,The music of the spheres.
The Conqueror Worm,"Mimes, in the form of God on high,"
The Conqueror Worm,"Mutter and mumble low,"
The Conqueror Worm,And hither and thither fly—
The Conqueror Worm,"Mere puppets they, who come and go"
The Conqueror Worm,At bidding of vast formless things
The Conqueror Worm,"That shift the scenery to and fro,"
The Conqueror Worm,Flapping from out their Condor wings
The Conqueror Worm,Invisible Wo!
The Conqueror Worm,"That motley drama—oh, be sure"
The Conqueror Worm,It shall not be forgot!
The Conqueror Worm,"With its Phantom chased for evermore,"
The Conqueror Worm,"By a crowd that seize it not,"
The Conqueror Worm,Through a circle that ever returneth in
The Conqueror Worm,"To the self-same spot,"
The Conqueror Worm,"And much of Madness, and more of Sin,"
The Conqueror Worm,And Horror the soul of the plot.
The Conqueror Worm,"But see, amid the mimic rout"
The Conqueror Worm,A crawling shape intrude!
The Conqueror Worm,A blood-red thing that writhes from out
The Conqueror Worm,The scenic solitude!
The Conqueror Worm,It writhes!—it writhes!—with mortal pangs
The Conqueror Worm,"The mimes become its food,"
The Conqueror Worm,And the angels sob at vermin fangs
The Conqueror Worm,In human gore imbued.
The Conqueror Worm,Out—out are the lights—out all!
The Conqueror Worm,"And, over each quivering form,"
The Conqueror Worm,"The curtain, a funeral pall,"
The Conqueror Worm,"Comes down with the rush of a storm,"
The Conqueror Worm,"And the angels, all pallid and wan,"
The Conqueror Worm,"Uprising, unveiling, affirm"
The Conqueror Worm,"That the play is the tragedy, ""Man,"""
The Conqueror Worm,And its hero the Conqueror Worm. 1838 Note Contents p. 2
Silence,"There are some qualities—some incorporate things,"
Silence,"That have a double life, which thus is made"
Silence,A type of that twin entity which springs
Silence,"From matter and light, evinced in solid and shade."
Silence,There is a twofold Silence —sea and shore—
Silence,"Body and soul. One dwells in lonely places,"
Silence,"Newly with grass o'ergrown; some solemn graces,"
Silence,"Some human memories and tearful lore,"
Silence,"Render him terrorless: his name's ""No More."""
Silence,He is the corporate Silence: dread him not!
Silence,No power hath he of evil in himself;
Silence,But should some urgent fate (untimely lot!)
Silence,"Bring thee to meet his shadow (nameless elf,"
Silence,That haunteth the lone regions where hath trod
Silence,"No foot of man), commend thyself to God! 1840 Note Contents p. 2"
Dreamland,"By a route obscure and lonely,"
Dreamland,"Haunted by ill angels only,"
Dreamland,"Where an Eidolon, named Night ,"
Dreamland,"On a black throne reigns upright,"
Dreamland,I have reached these lands but newly
Dreamland,From an ultimate dim Thule—
Dreamland,"From a wild weird clime that lieth, sublime,"
Dreamland,Out of Space —out of Time .
Dreamland,"Bottomless vales and boundless floods,"
Dreamland,"And chasms, and caves, and Titan woods,"
Dreamland,With forms that no man can discover
Dreamland,For the dews that drip all over;
Dreamland,Mountains toppling evermore
Dreamland,Into seas without a shore;
Dreamland,"Seas that restlessly aspire,"
Dreamland,"Surging, unto skies of fire;"
Dreamland,Lakes that endlessly outspread
Dreamland,"Their lone waters—lone and dead,"
Dreamland,Their still waters—still and chilly
Dreamland,With the snows of the lolling lily.
Dreamland,By the lakes that thus outspread
Dreamland,"Their lone waters, lone and dead,—"
Dreamland,"Their sad waters, sad and chilly"
Dreamland,"With the snows of the lolling lily,—"
Dreamland,By the mountains—near the river
Dreamland,"Murmuring lowly, murmuring ever,—"
Dreamland,"By the gray woods,—by the swamp"
Dreamland,"Where the toad and the newt encamp,—"
Dreamland,By the dismal tarns and pools
Dreamland,"Where dwell the Ghouls,—"
Dreamland,By each spot the most unholy—
Dreamland,"In each nook most melancholy,—"
Dreamland,There the traveller meets aghast
Dreamland,Sheeted Memories of the past—
Dreamland,Shrouded forms that start and sigh
Dreamland,As they pass the wanderer by—
Dreamland,"White-robed forms of friends long given,"
Dreamland,"In agony, to the Earth—and Heaven."
Dreamland,For the heart whose woes are legion
Dreamland,"'Tis a peaceful, soothing region—"
Dreamland,For the spirit that walks in shadow
Dreamland,"'Tis—oh, 'tis an Eldorado!"
Dreamland,"But the traveller, travelling through it,"
Dreamland,May not—dare not openly view it;
Dreamland,Never its mysteries are exposed
Dreamland,To the weak human eye unclosed;
Dreamland,"So wills its King, who hath forbid"
Dreamland,The uplifting of the fringed lid;
Dreamland,And thus the sad Soul that here passes
Dreamland,Beholds it but through darkened glasses.
Dreamland,"By a route obscure and lonely,"
Dreamland,Haunted by ill angels only.
Dreamland,"Where an Eidolon, named Night ,"
Dreamland,"On a black throne reigns upright,"
Dreamland,I have wandered home but newly
Dreamland,From this ultimate dim Thule. 1844 Note Contents p. 2
To Zante,"Fair isle, that from the fairest of all flowers,"
To Zante,Thy gentlest of all gentle names dost take!
To Zante,How many memories of what radiant hours
To Zante,At sight of thee and thine at once awake!
To Zante,How many scenes of what departed bliss!
To Zante,How many thoughts of what entombed hopes!
To Zante,How many visions of a maiden that is
To Zante,"No more—no more upon thy verdant slopes! No more! alas, that magical sad sound"
To Zante,Transforming all! Thy charms shall please no more —
To Zante,Thy memory no more! Accursed ground
To Zante,"Henceforward I hold thy flower-enamelled shore,"
To Zante,O hyacinthine isle! O purple Zante!
To Zante,"""Isola d'oro! Fior di Levante!"" 1887 Note Contents p. 2"
Hymn,At morn—at noon—at twilight dim—
Hymn,Maria! thou hast heard my hymn!
Hymn,In joy and wo—in good and ill—
Hymn,"Mother of God, be with me still!"
Hymn,"When the Hours flew brightly by,"
Hymn,"And not a cloud obscured the sky,"
Hymn,"My soul, lest it should truant be,"
Hymn,Thy grace did guide to thine and thee
Hymn,"Now, when storms of Fate o'ercast"
Hymn,"Darkly my Present and my Past,"
Hymn,Let my future radiant shine
Hymn,With sweet hopes of thee and thine! 1885 Note Contents p. 2 Notes
Sonnet — to Science,Science ! true daughter of Old Time thou art!
Sonnet — to Science,Who alterest all things with thy peering eyes.
Sonnet — to Science,"Why preyest thou thus upon the poet's heart,"
Sonnet — to Science,"Vulture, whose wings are dull realities"
Sonnet — to Science,"How should he love thee? or how deem thee wise,"
Sonnet — to Science,Who wouldst not leave him in his wandering
Sonnet — to Science,"To seek for treasure in the jewelled skies,"
Sonnet — to Science,Albeit he soared with an undaunted wing!
Sonnet — to Science,Hast thou not dragged Diana from her car?
Sonnet — to Science,And driven the Hamadryad from the wood
Sonnet — to Science,To seek a shelter in some happier star?
Sonnet — to Science,"Hast thou not torn the Naiad from her flood,"
Sonnet — to Science,"The Elfin from the green grass, and from me"
Sonnet — to Science,"The summer dream beneath the tamarind tree? 1829 Note Contents p. 2 Private reasons—some of which have reference to the sin of plagiarism,"
Sonnet — to Science,"and others to the date of Tennyson's first poems 1 —have induced me,"
Sonnet — to Science,"after some hesitation, to republish these, the crude compositions of my"
Sonnet — to Science,earliest boyhood. They are printed verbatim —without alteration
Sonnet — to Science,from the original edition—the date of which is too remote to be
Sonnet — to Science,judiciously acknowledged.—E. A. P. (1845). Footnote 1: This refers to the accusation brought against Edgar Poe that
Sonnet — to Science,he was a copyist of Tennyson.—Ed. return
Al Aaraf1,I O! nothing earthly save the ray
Al Aaraf1,"(Thrown back from flowers) of Beauty's eye,"
Al Aaraf1,As in those gardens where the day
Al Aaraf1,Springs from the gems of Circassy—
Al Aaraf1,O! nothing earthly save the thrill
Al Aaraf1,Of melody in woodland rill—
Al Aaraf1,Or (music of the passion-hearted)
Al Aaraf1,Joy's voice so peacefully departed
Al Aaraf1,"That like the murmur in the shell,"
Al Aaraf1,Its echo dwelleth and will dwell—
Al Aaraf1,O! nothing of the dross of ours—
Al Aaraf1,Yet all the beauty—all the flowers
Al Aaraf1,"That list our Love, and deck our bowers—"
Al Aaraf1,"Adorn yon world afar, afar—"
Al Aaraf1,The wandering star.
Al Aaraf1,'Twas a sweet time for Nesace—for there
Al Aaraf1,"Her world lay lolling on the golden air,"
Al Aaraf1,Near four bright suns—a temporary rest—
Al Aaraf1,An oasis in desert of the blest.
Al Aaraf1,Away away—'mid seas of rays that roll
Al Aaraf1,Empyrean splendor o'er th' unchained soul—
Al Aaraf1,The soul that scarce (the billows are so dense)
Al Aaraf1,Can struggle to its destin'd eminence—
Al Aaraf1,"To distant spheres, from time to time, she rode,"
Al Aaraf1,"And late to ours, the favour'd one of God—"
Al Aaraf1,"But, now, the ruler of an anchor'd realm,"
Al Aaraf1,"She throws aside the sceptre—leaves the helm,"
Al Aaraf1,"And, amid incense and high spiritual hymns,"
Al Aaraf1,Laves in quadruple light her angel limbs.
Al Aaraf1,"Now happiest, loveliest in yon lovely Earth,"
Al Aaraf1,"Whence sprang the ""Idea of Beauty"" into birth,"
Al Aaraf1,"(Falling in wreaths thro' many a startled star,"
Al Aaraf1,"Like woman's hair 'mid pearls, until, afar,"
Al Aaraf1,"It lit on hills Achaian, and there dwelt),"
Al Aaraf1,She look'd into Infinity—and knelt.
Al Aaraf1,"Rich clouds, for canopies, about her curled—"
Al Aaraf1,Fit emblems of the model of her world—
Al Aaraf1,Seen but in beauty—not impeding sight—
Al Aaraf1,Of other beauty glittering thro' the light—
Al Aaraf1,"A wreath that twined each starry form around,"
Al Aaraf1,And all the opal'd air in color bound.
Al Aaraf1,All hurriedly she knelt upon a bed
Al Aaraf1,"Of flowers: of lilies such as rear'd the head On the fair Capo Deucato 2 , and sprang"
Al Aaraf1,So eagerly around about to hang
Al Aaraf1,Upon the flying footsteps of—deep pride— Of her who lov'd a mortal—and so died 3 .
Al Aaraf1,"The Sephalica, budding with young bees,"
Al Aaraf1,"Uprear'd its purple stem around her knees: And gemmy flower, of Trebizond misnam'd 4 —"
Al Aaraf1,"Inmate of highest stars, where erst it sham'd"
Al Aaraf1,All other loveliness: its honied dew
Al Aaraf1,(The fabled nectar that the heathen knew)
Al Aaraf1,"Deliriously sweet, was dropp'd from Heaven,"
Al Aaraf1,And fell on gardens of the unforgiven
Al Aaraf1,In Trebizond—and on a sunny flower
Al Aaraf1,"So like its own above that, to this hour,"
Al Aaraf1,"It still remaineth, torturing the bee"
Al Aaraf1,"With madness, and unwonted reverie:"
Al Aaraf1,"In Heaven, and all its environs, the leaf"
Al Aaraf1,"And blossom of the fairy plant, in grief"
Al Aaraf1,"Disconsolate linger—grief that hangs her head,"
Al Aaraf1,"Repenting follies that full long have fled,"
Al Aaraf1,"Heaving her white breast to the balmy air,"
Al Aaraf1,"Like guilty beauty, chasten'd, and more fair:"
Al Aaraf1,"Nyctanthes too, as sacred as the light"
Al Aaraf1,"She fears to perfume, perfuming the night: And Clytia 5 pondering between many a sun,"
Al Aaraf1,While pettish tears adown her petals run: And that aspiring flower that sprang on Earth 6 —
Al Aaraf1,"And died, ere scarce exalted into birth,"
Al Aaraf1,Bursting its odorous heart in spirit to wing
